"Age","Workclass","Education","Occupation","Relationship","Race","Capital-gain","Capital-loss","Hours-per-week","Country","Outcome","Predicted outcome"
26,"Gov","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,33,"Mexico","<=50K","<=50K"
56,"Gov","Bachelors","Prof-specialty","Husband","White",0,0,43,"Japan","<=50K",">50K"
60,"Private","Prof-school","Adm-clerical","Wife","Black",7298,0,41,"United-States",">50K","<=50K"
49,"Private","Bachelors","Armed-Forces","Husband","White",0,1902,33,"United-States",">50K","<=50K"
27,"Self-emp","College","Prof-specialty","Husband","White",0,0,46,"United-States","<=50K","<=50K"
66,"Private","Prof-school","Prof-specialty","Husband","White",0,0,16,"United-States","<=50K",">50K"
43,"Gov","HS-grad","Adm-clerical","Own-child","White",0,0,35,"United-States","<=50K","<=50K"
18,"Gov","No-school","Adm-clerical","Not-in-family","White",0,0,50,"United-States","<=50K","<=50K"
44,"Gov","College","Handlers-cleaners","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
22,"Private","No-school","Farming-fishing","Unmarried","White",0,0,27,"India","<=50K","<=50K"
27,"Gov","HS-grad","Other-service","Husband","White",0,1740,47,"United-States","<=50K","<=50K"
40,"Private","No-school","Handlers-cleaners","Not-in-family","White",0,1848,41,"United-States","<=50K","<=50K"
72,"Private","College","Sales","Husband","White",0,0,51,"United-States",">50K","<=50K"
54,"Private","Bachelors","Machine-op-inspct","Husband","White",0,0,28,"United-States","<=50K",">50K"
48,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,44,"United-States","<=50K","<=50K"
50,"Gov","HS-grad","Tech-support","Not-in-family","White",0,0,46,"Japan","<=50K","<=50K"
32,"Gov","No-school","Craft-repair","Not-in-family","Black",0,0,35,"Germany","<=50K","<=50K"
50,"Private","HS-grad","Other-service","Husband","White",0,0,52,"Mexico","<=50K","<=50K"
37,"Self-emp","HS-grad","Adm-clerical","Unmarried","White",0,0,52,"United-States","<=50K","<=50K"
41,"Private","College","Craft-repair","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
42,"Private","College","Machine-op-inspct","Husband","White",7298,0,44,"Puerto-Rico",">50K","<=50K"
17,"Private","HS-grad","Farming-fishing","Own-child","White",0,0,17,"United-States","<=50K","<=50K"
23,"Private","No-school","Prof-specialty","Own-child","White",0,0,41,"United-States","<=50K","<=50K"
17,"Self-emp","College","Transport-moving","Not-in-family","White",0,0,17,"England","<=50K","<=50K"
22,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
59,"Private","Bachelors","Exec-managerial","Own-child","White",0,0,25,"France","<=50K",">50K"
58,"Private","Masters","Prof-specialty","Other-relative","White",0,0,46,"United-States",">50K",">50K"
55,"Private","HS-grad","Exec-managerial","Other-relative","White",3103,0,39,"United-States",">50K","<=50K"
27,"Private","Bachelors","Farming-fishing","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
41,"Private","Masters","Adm-clerical","Own-child","White",0,0,50,"France",">50K",">50K"
27,"Private","Bachelors","Prof-specialty","Not-in-family","White",0,0,34,"United-States","<=50K","<=50K"
37,"Private","College","Sales","Own-child","Black",4386,0,50,"United-States","<=50K","<=50K"
44,"Private","College","Exec-managerial","Husband","White",0,0,49,"United-States",">50K","<=50K"
45,"Private","HS-grad","Adm-clerical","Other-relative","White",0,0,44,"United-States","<=50K","<=50K"
26,"Private","No-school","Craft-repair","Husband","White",0,0,38,"China","<=50K","<=50K"
17,"Gov","No-school","Craft-repair","Husband","White",0,0,34,"United-States","<=50K","<=50K"
17,"Private","No-school","Adm-clerical","Husband","White",0,0,42,"United-States",">50K","<=50K"
39,"Private","Masters","Craft-repair","Husband","White",0,0,43,"United-States","<=50K",">50K"
52,"Private","Bachelors","Other-service","Not-in-family","White",0,0,30,"United-States",">50K","<=50K"
36,"Private","Masters","Machine-op-inspct","Not-in-family","White",0,0,39,"United-States","<=50K",">50K"
47,"Private","No-school","Exec-managerial","Husband","Amer-Indian-Eskimo",0,0,39,"United-States",">50K","<=50K"
27,"Private","HS-grad","Other-service","Own-child","White",0,0,46,"England",">50K","<=50K"
45,"Gov","No-school","Exec-managerial","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
60,"Private","No-school","Armed-Forces","Husband","White",0,0,45,"United-States","<=50K","<=50K"
79,"Private","College","Adm-clerical","Not-in-family","White",0,0,37,"United-States","<=50K","<=50K"
36,"Private","No-school","Machine-op-inspct","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
40,"Private","Masters","Sales","Not-in-family","White",0,0,43,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Machine-op-inspct","Husband","White",0,0,40,"United-States","<=50K","<=50K"
31,"Private","Bachelors","Adm-clerical","Husband","Black",0,0,44,"United-States",">50K","<=50K"
25,"Private","No-school","Sales","Not-in-family","White",0,0,32,"United-States","<=50K","<=50K"
59,"Private","No-school","Prof-specialty","Own-child","White",0,0,32,"United-States",">50K","<=50K"
56,"Private","Bachelors","Sales","Husband","Black",0,0,53,"United-States","<=50K",">50K"
28,"Private","Bachelors","Adm-clerical","Wife","White",0,0,48,"United-States",">50K","<=50K"
31,"Private","HS-grad","Armed-Forces","Not-in-family","White",0,0,41,"United-States","<=50K","<=50K"
45,"Private","College","Craft-repair","Husband","White",0,0,27,"United-States","<=50K","<=50K"
17,"Private","No-school","Craft-repair","Husband","White",0,0,44,"United-States","<=50K","<=50K"
26,"Private","College","Adm-clerical","Own-child","Black",0,0,26,"United-States","<=50K","<=50K"
49,"Private","College","Armed-Forces","Own-child","Black",2174,0,35,"United-States","<=50K","<=50K"
44,"Gov","HS-grad","Other-service","Husband","Amer-Indian-Eskimo",0,0,28,"United-States","<=50K","<=50K"
27,"Private","Masters","Prof-specialty","Wife","White",0,0,24,"United-States",">50K",">50K"
78,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,55,"Mexico",">50K","<=50K"
38,"Private","College","Other-service","Not-in-family","Asian-Pac-Islander",0,0,51,"Cuba","<=50K","<=50K"
29,"Private","College","Machine-op-inspct","Own-child","White",0,1902,50,"United-States","<=50K","<=50K"
35,"Private","College","Prof-specialty","Own-child","White",0,0,52,"United-States","<=50K","<=50K"
40,"Gov","HS-grad","Adm-clerical","Wife","White",7688,0,25,"United-States","<=50K","<=50K"
33,"Private","College","Transport-moving","Husband","White",0,0,27,"United-States","<=50K","<=50K"
25,"Private","Bachelors","Farming-fishing","Husband","White",0,0,42,"United-States","<=50K","<=50K"
42,"Private","College","Tech-support","Husband","White",0,0,32,"United-States","<=50K","<=50K"
35,"Gov","Bachelors","Adm-clerical","Own-child","White",0,0,47,"United-States","<=50K","<=50K"
29,"Self-emp","HS-grad","Exec-managerial","Own-child","White",7298,0,36,"United-States","<=50K","<=50K"
25,"Private","HS-grad","Prof-specialty","Unmarried","White",0,0,28,"United-States","<=50K","<=50K"
59,"Private","HS-grad","Prof-specialty","Other-relative","White",4386,0,51,"Germany","<=50K","<=50K"
44,"Private","College","Other-service","Other-relative","White",0,0,51,"Mexico","<=50K","<=50K"
71,"Private","College","Adm-clerical","Not-in-family","White",0,0,42,"United-States","<=50K","<=50K"
31,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,40,"Germany","<=50K","<=50K"
47,"Private","HS-grad","Adm-clerical","Unmarried","White",0,0,37,"United-States","<=50K","<=50K"
65,"Private","HS-grad","Sales","Own-child","White",0,0,42,"United-States","<=50K","<=50K"
29,"Self-emp","No-school","Sales","Husband","Amer-Indian-Eskimo",0,0,47,"United-States","<=50K","<=50K"
40,"Private","HS-grad","Adm-clerical","Husband","White",0,0,51,"England","<=50K","<=50K"
51,"Self-emp","College","Exec-managerial","Other-relative","White",99999,0,34,"United-States",">50K",">50K"
31,"Self-emp","HS-grad","Sales","Not-in-family","White",0,0,30,"United-States","<=50K","<=50K"
40,"Private","HS-grad","Exec-managerial","Husband","White",0,0,45,"United-States",">50K","<=50K"
55,"Private","Prof-school","Exec-managerial","Own-child","White",0,0,36,"United-States",">50K",">50K"
42,"Self-emp","College","Adm-clerical","Own-child","White",0,0,56,"United-States",">50K","<=50K"
49,"Private","Bachelors","Sales","Not-in-family","White",0,0,36,"United-States",">50K","<=50K"
62,"Private","Bachelors","Transport-moving","Not-in-family","White",0,0,57,"United-States",">50K","<=50K"
39,"Private","College","Armed-Forces","Husband","Black",0,0,39,"United-States",">50K","<=50K"
53,"Private","HS-grad","Handlers-cleaners","Other-relative","White",7688,0,35,"United-States",">50K","<=50K"
28,"Gov","College","Adm-clerical","Husband","White",0,0,41,"United-States","<=50K","<=50K"
31,"Private","Prof-school","Protective-serv","Husband","White",0,0,45,"United-States",">50K",">50K"
40,"Private","Bachelors","Transport-moving","Unmarried","White",0,0,42,"United-States","<=50K","<=50K"
19,"Private","College","Adm-clerical","Husband","White",0,0,25,"United-States","<=50K","<=50K"
30,"Self-emp","No-school","Sales","Husband","Other",0,0,35,"United-States","<=50K","<=50K"
21,"Gov","Masters","Machine-op-inspct","Own-child","White",0,0,52,"United-States","<=50K",">50K"
40,"Private","HS-grad","Sales","Not-in-family","White",7688,0,29,"United-States",">50K","<=50K"
43,"Self-emp","HS-grad","Sales","Not-in-family","White",0,0,35,"Canada",">50K","<=50K"
58,"Private","Bachelors","Prof-specialty","Husband","White",0,0,40,"United-States","<=50K",">50K"
47,"Private","College","Craft-repair","Husband","Black",0,0,31,"United-States","<=50K","<=50K"
23,"Private","College","Craft-repair","Other-relative","White",0,0,54,"United-States","<=50K","<=50K"
36,"Private","HS-grad","Prof-specialty","Husband","White",0,0,63,"United-States",">50K","<=50K"
60,"Self-emp","College","Craft-repair","Other-relative","White",0,0,48,"United-States","<=50K","<=50K"
47,"Self-emp","HS-grad","Other-service","Not-in-family","White",0,0,36,"England","<=50K","<=50K"
33,"Self-emp","No-school","Prof-specialty","Husband","White",0,0,48,"United-States",">50K","<=50K"
36,"Private","College","Craft-repair","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
44,"Private","No-school","Craft-repair","Husband","White",0,0,30,"Mexico","<=50K","<=50K"
26,"Private","No-school","Exec-managerial","Not-in-family","White",0,0,21,"United-States","<=50K","<=50K"
35,"Private","College","Sales","Husband","White",0,0,43,"United-States","<=50K","<=50K"
56,"Private","No-school","Sales","Husband","White",0,0,34,"United-States","<=50K","<=50K"
52,"Self-emp","No-school","Priv-house-serv","Wife","White",0,1573,24,"United-States",">50K","<=50K"
29,"Private","Bachelors","Prof-specialty","Own-child","White",0,0,27,"United-States","<=50K","<=50K"
49,"Private","College","Transport-moving","Husband","White",0,0,35,"United-States","<=50K","<=50K"
24,"Gov","No-school","Prof-specialty","Husband","Black",0,0,39,"United-States","<=50K","<=50K"
17,"Private","No-school","Adm-clerical","Husband","White",0,0,23,"Poland",">50K","<=50K"
27,"Gov","No-school","Craft-repair","Not-in-family","White",0,0,57,"United-States","<=50K","<=50K"
34,"Without-pay","HS-grad","Prof-specialty","Not-in-family","White",0,0,35,"Mexico","<=50K","<=50K"
29,"Private","Masters","Handlers-cleaners","Other-relative","White",0,0,35,"United-States","<=50K",">50K"
34,"Private","No-school","Adm-clerical","Husband","Black",0,0,42,"United-States","<=50K","<=50K"
23,"Private","College","Adm-clerical","Own-child","Amer-Indian-Eskimo",0,0,33,"Mexico","<=50K","<=50K"
37,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,47,"United-States","<=50K","<=50K"
28,"Gov","No-school","Adm-clerical","Not-in-family","White",0,1573,33,"United-States","<=50K","<=50K"
33,"Private","Masters","Sales","Not-in-family","White",7298,0,41,"England",">50K","<=50K"
20,"Private","College","Adm-clerical","Not-in-family","White",0,0,41,"China","<=50K","<=50K"
19,"Private","College","Adm-clerical","Own-child","White",0,0,53,"United-States","<=50K","<=50K"
57,"Private","HS-grad","Prof-specialty","Husband","Black",0,0,40,"United-States",">50K","<=50K"
43,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,20,"United-States","<=50K",">50K"
27,"Gov","College","Other-service","Husband","White",0,0,39,"Italy","<=50K","<=50K"
30,"Private","College","Sales","Husband","White",0,0,52,"United-States",">50K","<=50K"
47,"Private","No-school","Transport-moving","Husband","Black",0,0,47,"United-States","<=50K","<=50K"
28,"Gov","College","Transport-moving","Other-relative","Amer-Indian-Eskimo",0,0,23,"United-States","<=50K","<=50K"
53,"Gov","College","Sales","Husband","White",0,0,47,"United-States","<=50K","<=50K"
43,"Self-emp","HS-grad","Exec-managerial","Husband","Asian-Pac-Islander",0,0,25,"France","<=50K","<=50K"
46,"Gov","HS-grad","Machine-op-inspct","Not-in-family","Black",0,0,40,"Poland","<=50K","<=50K"
54,"Private","Bachelors","Sales","Wife","White",0,0,42,"United-States","<=50K","<=50K"
47,"Private","Bachelors","Other-service","Husband","White",0,0,60,"United-States",">50K",">50K"
41,"Private","College","Handlers-cleaners","Husband","Black",0,0,47,"United-States","<=50K","<=50K"
48,"Private","Bachelors","Adm-clerical","Husband","White",0,0,42,"United-States","<=50K","<=50K"
28,"Private","HS-grad","Other-service","Husband","White",0,0,48,"United-States","<=50K","<=50K"
40,"Private","HS-grad","Prof-specialty","Not-in-family","White",0,0,40,"Germany",">50K","<=50K"
31,"Private","Bachelors","Craft-repair","Unmarried","White",0,0,25,"United-States","<=50K","<=50K"
48,"Private","HS-grad","Sales","Own-child","White",0,0,51,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Other-service","Husband","White",0,0,47,"United-States",">50K","<=50K"
40,"Private","HS-grad","Other-service","Husband","Black",0,0,18,"United-States","<=50K","<=50K"
44,"Private","College","Transport-moving","Husband","White",0,0,27,"Germany","<=50K","<=50K"
25,"Private","Masters","Tech-support","Husband","White",0,0,22,"United-States",">50K",">50K"
63,"Private","No-school","Prof-specialty","Husband","White",0,0,33,"United-States","<=50K","<=50K"
39,"Gov","Bachelors","Other-service","Husband","White",0,2415,39,"Puerto-Rico",">50K","<=50K"
54,"Private","HS-grad","Farming-fishing","Husband","White",0,0,52,"United-States","<=50K","<=50K"
41,"Private","College","Other-service","Unmarried","Black",0,0,25,"United-States","<=50K","<=50K"
27,"Gov","College","Exec-managerial","Husband","White",0,0,49,"United-States","<=50K","<=50K"
31,"Private","Masters","Sales","Not-in-family","White",0,0,44,"United-States",">50K","<=50K"
36,"Gov","College","Craft-repair","Not-in-family","White",0,0,36,"United-States","<=50K","<=50K"
45,"Self-emp","HS-grad","Tech-support","Not-in-family","White",0,0,26,"Philippines","<=50K","<=50K"
53,"Private","College","Machine-op-inspct","Not-in-family","White",0,0,44,"France","<=50K","<=50K"
48,"Private","No-school","Handlers-cleaners","Husband","White",3103,0,32,"United-States","<=50K","<=50K"
42,"Private","College","Exec-managerial","Unmarried","White",0,0,51,"United-States","<=50K","<=50K"
23,"Self-emp","Bachelors","Armed-Forces","Own-child","White",0,0,33,"United-States",">50K","<=50K"
42,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,23,"United-States","<=50K","<=50K"
40,"Private","Bachelors","Prof-specialty","Husband","White",0,0,42,"United-States",">50K",">50K"
47,"Gov","Bachelors","Prof-specialty","Not-in-family","White",0,0,44,"United-States",">50K",">50K"
20,"Private","Bachelors","Transport-moving","Not-in-family","White",0,0,46,"Cuba","<=50K","<=50K"
33,"Gov","HS-grad","Other-service","Not-in-family","White",0,0,36,"China","<=50K","<=50K"
33,"Private","College","Other-service","Own-child","White",0,0,40,"United-States",">50K","<=50K"
34,"Self-emp","Prof-school","Adm-clerical","Own-child","Black",0,0,42,"Vietnam","<=50K","<=50K"
41,"Self-emp","Masters","Handlers-cleaners","Not-in-family","Black",0,0,35,"United-States","<=50K",">50K"
37,"Private","College","Farming-fishing","Husband","Black",0,0,40,"United-States","<=50K","<=50K"
44,"Gov","No-school","Tech-support","Not-in-family","White",0,0,49,"United-States","<=50K","<=50K"
18,"Gov","College","Craft-repair","Husband","White",0,0,28,"United-States","<=50K","<=50K"
46,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,44,"United-States","<=50K","<=50K"
47,"Gov","Doctorate","Exec-managerial","Husband","Black",0,0,32,"United-States","<=50K","<=50K"
40,"Self-emp","Bachelors","Exec-managerial","Husband","White",0,0,42,"India",">50K",">50K"
44,"Private","HS-grad","Exec-managerial","Husband","White",0,0,12,"United-States","<=50K","<=50K"
47,"Private","College","Other-service","Other-relative","White",0,0,28,"United-States","<=50K","<=50K"
31,"Private","College","Adm-clerical","Unmarried","White",0,0,27,"Italy","<=50K","<=50K"
18,"Private","HS-grad","Adm-clerical","Husband","Black",0,0,40,"United-States","<=50K","<=50K"
37,"Private","HS-grad","Adm-clerical","Not-in-family","White",0,0,48,"United-States","<=50K","<=50K"
42,"Gov","College","Exec-managerial","Not-in-family","Black",0,0,54,"United-States","<=50K","<=50K"
33,"Private","No-school","Adm-clerical","Not-in-family","White",0,0,68,"United-States","<=50K","<=50K"
25,"Private","No-school","Other-service","Husband","White",7688,0,45,"United-States","<=50K","<=50K"
43,"Private","HS-grad","Machine-op-inspct","Husband","White",0,0,45,"Cuba","<=50K","<=50K"
39,"Self-emp","No-school","Transport-moving","Husband","White",0,0,46,"United-States","<=50K","<=50K"
28,"Private","Doctorate","Exec-managerial","Own-child","White",0,0,10,"India",">50K","<=50K"
53,"Private","Doctorate","Machine-op-inspct","Husband","Black",0,0,45,"United-States","<=50K",">50K"
34,"Gov","Bachelors","Prof-specialty","Husband","White",7298,0,51,"United-States",">50K",">50K"
47,"Private","College","Other-service","Not-in-family","White",0,0,54,"United-States","<=50K","<=50K"
56,"Private","Bachelors","Adm-clerical","Not-in-family","White",0,0,55,"United-States",">50K","<=50K"
32,"Self-emp","HS-grad","Transport-moving","Husband","White",0,0,32,"United-States","<=50K","<=50K"
39,"Private","Prof-school","Exec-managerial","Unmarried","White",0,0,41,"United-States",">50K",">50K"
50,"Private","No-school","Prof-specialty","Not-in-family","White",0,0,26,"United-States","<=50K","<=50K"
33,"Private","No-school","Machine-op-inspct","Other-relative","White",0,0,32,"United-States","<=50K","<=50K"
47,"Private","No-school","Transport-moving","Not-in-family","White",0,0,38,"Italy","<=50K","<=50K"
42,"Private","No-school","Transport-moving","Husband","White",0,0,39,"United-States",">50K","<=50K"
44,"Self-emp","No-school","Machine-op-inspct","Not-in-family","White",0,1848,30,"United-States",">50K","<=50K"
26,"Self-emp","College","Other-service","Not-in-family","White",0,0,67,"United-States",">50K","<=50K"
30,"Private","HS-grad","Handlers-cleaners","Husband","Other",0,1848,19,"United-States","<=50K","<=50K"
46,"Private","Bachelors","Sales","Not-in-family","Black",0,1573,43,"Canada",">50K",">50K"
44,"Without-pay","College","Transport-moving","Unmarried","White",0,0,29,"United-States","<=50K","<=50K"
33,"Gov","Masters","Machine-op-inspct","Own-child","Black",0,2415,42,"United-States",">50K",">50K"
40,"Self-emp","College","Protective-serv","Unmarried","White",0,0,46,"United-States","<=50K","<=50K"
45,"Private","College","Exec-managerial","Husband","White",0,0,36,"United-States",">50K","<=50K"
44,"Private","College","Craft-repair","Husband","Asian-Pac-Islander",0,0,41,"United-States","<=50K","<=50K"
21,"Private","HS-grad","Other-service","Unmarried","White",0,0,46,"United-States",">50K","<=50K"
28,"Private","No-school","Handlers-cleaners","Not-in-family","Black",0,0,39,"United-States","<=50K","<=50K"
35,"Private","HS-grad","Exec-managerial","Wife","White",3103,0,28,"United-States","<=50K","<=50K"
17,"Private","No-school","Farming-fishing","Husband","White",3103,0,29,"United-States","<=50K","<=50K"
29,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,26,"United-States","<=50K","<=50K"
54,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,54,"England","<=50K","<=50K"
53,"Private","No-school","Exec-managerial","Husband","White",0,0,39,"United-States","<=50K","<=50K"
42,"Private","No-school","Adm-clerical","Husband","White",0,2415,40,"United-States","<=50K","<=50K"
35,"Private","College","Transport-moving","Husband","White",0,0,52,"United-States","<=50K","<=50K"
17,"Private","College","Prof-specialty","Wife","White",0,0,36,"United-States","<=50K","<=50K"
31,"Private","No-school","Prof-specialty","Husband","Asian-Pac-Islander",0,0,33,"United-States",">50K","<=50K"
33,"Gov","College","Handlers-cleaners","Husband","White",0,0,47,"United-States","<=50K","<=50K"
37,"Gov","College","Handlers-cleaners","Husband","White",0,1887,34,"United-States","<=50K","<=50K"
54,"Private","College","Tech-support","Own-child","White",0,0,36,"United-States",">50K","<=50K"
60,"Private","No-school","Sales","Husband","Black",0,0,34,"United-States","<=50K","<=50K"
25,"Private","College","Prof-specialty","Husband","White",0,0,33,"United-States","<=50K","<=50K"
42,"Gov","HS-grad","Machine-op-inspct","Husband","White",0,0,18,"United-States","<=50K","<=50K"
56,"Self-emp","HS-grad","Exec-managerial","Husband","White",5178,0,50,"United-States",">50K","<=50K"
28,"Gov","HS-grad","Adm-clerical","Husband","White",0,0,33,"India","<=50K","<=50K"
27,"Gov","HS-grad","Sales","Husband","White",0,0,47,"United-States","<=50K","<=50K"
43,"Gov","College","Prof-specialty","Other-relative","White",0,0,30,"United-States","<=50K","<=50K"
38,"Private","College","Craft-repair","Unmarried","White",0,0,27,"United-States","<=50K","<=50K"
38,"Private","College","Exec-managerial","Not-in-family","Asian-Pac-Islander",0,0,18,"United-States","<=50K","<=50K"
44,"Private","No-school","Other-service","Other-relative","White",0,0,68,"United-States",">50K","<=50K"
61,"Private","College","Protective-serv","Own-child","White",0,0,34,"United-States","<=50K","<=50K"
76,"Private","No-school","Exec-managerial","Not-in-family","White",0,0,50,"United-States","<=50K","<=50K"
36,"Gov","HS-grad","Adm-clerical","Own-child","White",0,0,24,"United-States","<=50K","<=50K"
32,"Private","Prof-school","Adm-clerical","Husband","White",0,1740,29,"United-States","<=50K","<=50K"
42,"Private","Masters","Sales","Husband","White",0,0,38,"United-States",">50K","<=50K"
48,"Private","No-school","Exec-managerial","Other-relative","White",2174,0,20,"United-States","<=50K","<=50K"
17,"Private","No-school","Machine-op-inspct","Husband","White",0,0,49,"United-States","<=50K","<=50K"
46,"Private","College","Craft-repair","Husband","White",0,0,42,"United-States","<=50K","<=50K"
45,"Private","College","Exec-managerial","Husband","White",0,0,30,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Sales","Own-child","White",0,0,43,"United-States",">50K","<=50K"
73,"Without-pay","HS-grad","Transport-moving","Not-in-family","White",0,0,32,"United-States",">50K","<=50K"
35,"Private","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
31,"Private","Bachelors","Priv-house-serv","Husband","White",0,0,43,"United-States","<=50K","<=50K"
51,"Private","Bachelors","Exec-managerial","Not-in-family","White",0,0,41,"United-States",">50K",">50K"
55,"Self-emp","College","Craft-repair","Not-in-family","White",0,0,38,"United-States","<=50K","<=50K"
48,"Private","HS-grad","Other-service","Wife","White",0,0,39,"United-States",">50K","<=50K"
44,"Private","No-school","Craft-repair","Own-child","White",0,0,40,"United-States","<=50K","<=50K"
50,"Private","College","Farming-fishing","Not-in-family","White",0,0,40,"United-States",">50K","<=50K"
41,"Private","HS-grad","Adm-clerical","Husband","White",0,0,54,"United-States","<=50K","<=50K"
58,"Private","HS-grad","Other-service","Own-child","White",0,2415,15,"United-States","<=50K","<=50K"
27,"Gov","No-school","Adm-clerical","Own-child","White",0,0,46,"United-States","<=50K","<=50K"
38,"Private","Bachelors","Prof-specialty","Husband","White",0,0,50,"United-States",">50K",">50K"
47,"Self-emp","College","Transport-moving","Unmarried","White",0,0,46,"United-States",">50K","<=50K"
44,"Private","Bachelors","Other-service","Own-child","White",0,2415,44,"United-States",">50K","<=50K"
19,"Private","HS-grad","Tech-support","Not-in-family","White",0,0,38,"Italy","<=50K","<=50K"
31,"Private","HS-grad","Exec-managerial","Not-in-family","White",0,0,56,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Sales","Husband","White",0,0,60,"United-States","<=50K","<=50K"
17,"Private","College","Prof-specialty","Unmarried","White",0,0,42,"Italy","<=50K","<=50K"
21,"Self-emp","College","Machine-op-inspct","Not-in-family","White",0,0,39,"United-States","<=50K","<=50K"
31,"Private","No-school","Other-service","Husband","Black",0,0,37,"Puerto-Rico","<=50K","<=50K"
26,"Private","HS-grad","Handlers-cleaners","Not-in-family","Black",0,0,50,"United-States","<=50K","<=50K"
39,"Private","HS-grad","Adm-clerical","Unmarried","White",0,0,31,"India",">50K","<=50K"
62,"Self-emp","Bachelors","Handlers-cleaners","Not-in-family","White",0,0,40,"United-States",">50K","<=50K"
60,"Private","Masters","Farming-fishing","Unmarried","White",0,0,33,"United-States",">50K",">50K"
57,"Without-pay","HS-grad","Craft-repair","Own-child","Asian-Pac-Islander",0,0,42,"United-States","<=50K","<=50K"
49,"Private","HS-grad","Craft-repair","Husband","White",0,0,38,"United-States",">50K","<=50K"
18,"Private","No-school","Exec-managerial","Not-in-family","White",3103,0,55,"United-States","<=50K","<=50K"
38,"Private","No-school","Adm-clerical","Husband","White",0,0,43,"United-States","<=50K","<=50K"
27,"Private","College","Craft-repair","Own-child","White",0,0,48,"United-States","<=50K","<=50K"
26,"Private","HS-grad","Craft-repair","Not-in-family","White",0,0,18,"United-States","<=50K","<=50K"
34,"Private","HS-grad","Other-service","Husband","White",0,0,11,"United-States","<=50K","<=50K"
57,"Private","Bachelors","Craft-repair","Not-in-family","White",0,0,29,"United-States",">50K","<=50K"
40,"Private","College","Transport-moving","Not-in-family","White",0,0,39,"Puerto-Rico","<=50K","<=50K"
37,"Without-pay","HS-grad","Prof-specialty","Husband","White",0,0,27,"United-States",">50K","<=50K"
32,"Private","HS-grad","Craft-repair","Husband","White",7298,0,46,"United-States","<=50K","<=50K"
41,"Private","No-school","Exec-managerial","Husband","White",5178,0,51,"United-States","<=50K","<=50K"
21,"Private","No-school","Craft-repair","Husband","White",0,0,36,"United-States","<=50K","<=50K"
49,"Private","College","Prof-specialty","Other-relative","White",0,0,36,"United-States",">50K","<=50K"
36,"Private","Bachelors","Craft-repair","Husband","White",0,0,22,"United-States","<=50K","<=50K"
39,"Self-emp","Bachelors","Machine-op-inspct","Own-child","White",0,0,32,"India","<=50K",">50K"
51,"Self-emp","HS-grad","Exec-managerial","Own-child","White",0,0,49,"Mexico",">50K","<=50K"
34,"Private","No-school","Sales","Wife","White",0,0,56,"United-States","<=50K","<=50K"
40,"Self-emp","College","Transport-moving","Husband","White",0,0,29,"United-States","<=50K","<=50K"
29,"Private","HS-grad","Adm-clerical","Not-in-family","Black",15024,0,48,"United-States",">50K","<=50K"
22,"Without-pay","No-school","Other-service","Unmarried","White",0,0,24,"United-States","<=50K","<=50K"
28,"Gov","HS-grad","Machine-op-inspct","Not-in-family","White",0,0,35,"India","<=50K","<=50K"
27,"Private","Bachelors","Craft-repair","Not-in-family","White",0,0,61,"United-States","<=50K","<=50K"
36,"Self-emp","HS-grad","Sales","Husband","White",0,0,41,"United-States","<=50K","<=50K"
46,"Private","College","Handlers-cleaners","Husband","White",0,0,39,"United-States","<=50K","<=50K"
32,"Self-emp","Masters","Adm-clerical","Own-child","White",0,0,38,"United-States",">50K",">50K"
47,"Private","HS-grad","Exec-managerial","Unmarried","White",0,0,57,"Puerto-Rico",">50K","<=50K"
40,"Private","No-school","Sales","Not-in-family","White",0,0,53,"United-States","<=50K","<=50K"
60,"Private","No-school","Exec-managerial","Own-child","White",0,0,46,"United-States",">50K","<=50K"
30,"Private","College","Transport-moving","Not-in-family","Asian-Pac-Islander",0,0,37,"United-States","<=50K","<=50K"
55,"Private","College","Handlers-cleaners","Husband","White",0,0,60,"United-States","<=50K","<=50K"
55,"Private","Bachelors","Craft-repair","Husband","Asian-Pac-Islander",0,0,35,"United-States",">50K","<=50K"
17,"Private","HS-grad","Exec-managerial","Husband","White",0,0,21,"United-States","<=50K","<=50K"
